mdate,st_unemp,emp,unemp,v_jolts,urate,AHETPI,wages,alp,gdp,v_hwi,v_hwi_rate,year,month,st_unemp_adj,frate,srate,theta_jolts,theta_hwi
1991m11,3460,117770,8931,,.07,10.61,,,,3021.71086054457,2.38491476826905,1991,11,3460,.35897437,.03594055,,.3383396
1991m12,3473,117466,9198,,.072999999,10.64,,,,3044.245716930534,2.403402479734206,1991,12,3473,.36018699,.035281487,,.33096823
1992m1,3398,117978,9283,,.072999999,10.65,79.329002,61.049999,10236.435,2893.90050568712,2.273988500551716,1992,1,3398,.33459011,.033356789,,.31174195
1992m2,3277,117753,9454,,.074000001,10.67,,,,3010.260866148531,2.366427056803895,1992,2,3277,.3602708,.03534231,,.31841135
1992m3,3412,118144,9460,,.074000001,10.69,,,,3161.201937592023,2.477353325594827,1992,3,3412,.35317126,.033881068,,.3341651
1992m4,3296,118426,9415,,.074000001,10.72,79.531998,61.57,10347.429,3048.898888902836,2.38491476826905,1992,4,3296,.32798725,.034513447,,.32383418
1992m5,3417,118375,9744,,.075999998,10.74,,,,3150.274036166793,2.458865614129671,1992,5,3417,.33066502,.03560593,,.323304
1992m6,3518,118419,10040,,.078000002,10.77,,,,3111.135920712787,2.421890191199361,1992,6,3518,.36135459,.03543476,,.30987409
1992m7,3438,118713,9850,,.077,10.78,79.939003,62.120998,10449.673,3089.886330020687,2.403402479734206,1992,7,3438,.35522842,.035194863,,.31369403
1992m8,3436,118826,9787,,.075999998,10.81,,,,3162.420832300595,2.458865614129672,1992,8,3436,.35087362,.034986895,,.32312465
1992m9,3428,118720,9781,,.075999998,10.82,,,,3064.639326373413,2.384914768269051,1992,9,3428,.38227174,.034948014,,.31332576
1992m10,3356,118628,9398,,.072999999,10.85,79.764999,62.491001,10558.648,3124.318213665274,2.440377902664517,1992,10,3356,.33517769,.033590801,,.33244503
1992m11,3317,118876,9565,,.074000001,10.86,,,,3229.428987893172,2.514328748525138,1992,11,3317,.33423942,.032209039,,.3376298
1992m12,3189,118997,9557,,.074000001,10.9,,,,3232.270179379005,2.514328748525137,1992,12,3189,.36946741,.034005314,,.33820972
1993m1,3299,119075,9325,,.072999999,10.93,78.779999,61.951,10576.275,3157.183448542498,2.458865614129672,1993,1,3299,.3863807,.036025491,,.33857197
1993m2,3461,119275,9183,,.071000002,10.95,,,,3277.354312568239,2.551304171455448,1993,2,3461,.36883372,.033511966,,.35689363
1993m3,3260,119542,9056,,.07,10.99,,,,3257.151311218317,2.532816459990293,1993,3,3260,.36395758,.034257822,,.35966778
1993m4,3350,119474,9110,,.071000002,10.99,78.791,61.591999,10637.847,3256.796716913918,2.532816459990292,1993,4,3350,.36487377,.034429617,,.35749689
1993m5,3363,120115,9149,,.071000002,11.01,,,,3393.509644195668,2.625255016242471,1993,5,3363,.35479286,.032568533,,.37091592
1993m6,3218,120290,9121,,.07,11.03,,,,3301.66824132221,2.551304171455448,1993,6,3218,.38186604,.033825625,,.36198533
1993m7,3292,120467,8930,,.068999998,11.05,78.512001,61.862999,10688.606,3420.923777371838,2.643742727707627,1993,7,3292,.37435609,.032435231,,.38308218
1993m8,3176,120856,8763,,.068000004,11.07,,,,3498.683646399407,2.699205862103092,1993,8,3176,.36243296,.031600256,,.39925638
1993m9,3127,120554,8714,,.067000002,11.09,,,,3417.513349253094,2.643742727707626,1993,9,3127,.37870094,.034135893,,.39218652
1993m10,3336,120823,8750,,.068000004,11.13,78.549004,62.104,10833.987,3593.262341209822,2.773156707963713,1993,10,3336,.37657142,.031476311,,.41065857
1993m11,3087,121169,8542,,.066,11.15,,,,3621.06989288538,2.791644419428869,1993,11,3087,.38761413,.033229057,,.4239136
1993m12,3246,121464,8477,,.064999998,11.18,,,,3723.583142274772,2.865595264215892,1993,12,3246,.35755575,.031920142,,.43925717
1994m1,3184,121966,8630,,.066,11.21,77.869003,62.277,10939.116,3856.022916851039,2.952634779664797,1994,1,3184,.34347624,.02887751,,.44681609
1994m2,2652,122086,8583,,.066,11.25,,,,4018.476307311067,3.075309604658386,1994,2,2917.2,.37060466,.030844579,,.46819019
1994m3,2789,121930,8470,,.064999998,11.25,,,,4073.329493715697,3.12371893689854,1994,3,3067.8999,.38550177,.031761326,,.48091257
1994m4,2842,122290,8331,,.064000003,11.27,78.100998,62.334999,11087.361,4072.868189124886,3.118080698451923,1994,4,3126.2,.40009603,.029820254,,.48888108
1994m5,2652,122864,7915,,.061000001,11.29,,,,4235.675493341923,3.238804007785595,1994,5,2917.2,.38164243,.030504247,,.53514534
1994m6,2757,122634,7927,,.061000001,11.31,,,,4127.333562544899,3.161230047674956,1994,6,3032.7,.38892394,.031401098,,.52066779
1994m7,2820,122706,7946,,.061000001,11.34,77.488998,61.983002,11152.176,4344.935780097235,3.325579233457761,1994,7,3102,.37139443,.029404573,,.54680794
1994m8,2671,123342,7933,,.059999999,11.36,,,,4180.193589564265,3.184302867693213,1994,8,2938.1001,.3954494,.029691502,,.52693731
1994m9,2671,123687,7734,,.059,11.38,,,,4234.288415157402,3.221926796446079,1994,9,2938.1001,.35795188,.026257014,,.54749012
1994m10,2424,124112,7632,,.058000002,11.42,77.726997,62.632999,11279.932,4506.224768864384,3.420440224119796,1994,10,2666.3999,.4111504,.029218748,,.59043825
1994m11,2619,124516,7375,,.055999998,11.45,,,,4451.281595851401,3.374969934151232,1994,11,2880.8999,.40462375,.028583961,,.60356361
1994m12,2581,124721,7230,,.055,11.47,,,,4615.086572244784,3.497576048870251,1994,12,2839.1001,.40047026,.030480972,,.63832456
1995m1,2764,124663,7375,,.055999998,11.48,77.718002,62.679001,11319.951,4450.949972687602,3.370961369217651,1995,1,3040.3999,.41000679,.028613618,,.60351866
1995m2,2578,124928,7187,,.054000001,11.52,,,,4460.055624118199,3.375888902939257,1995,2,2835.8,.39838597,.028279778,,.62057263
1995m3,2572,124955,7153,,.054000001,11.55,,,,4360.247268951528,3.300517204825997,1995,3,2829.2,.35104153,.029148886,,.60956901
1995m4,2730,124945,7645,,.058000002,11.56,77.765999,62.972,11353.721,4424.066407736856,3.336651638688329,1995,4,3003,.40265533,.028693223,,.57868755
1995m5,2603,124421,7430,,.055999998,11.6,,,,4106.151771255323,3.114236351074564,1995,5,2863.3,.4066487,.030451,,.55264491
1995m6,2744,124522,7427,,.055999998,11.63,,,,4170.063591436922,3.160360132654982,1995,6,3018.3999,.37561598,.028572481,,.56147349
1995m7,2627,124816,7527,,.056999996,11.67,77.841003,62.966999,11450.31,4399.527843045837,3.324337398310328,1995,7,2889.7,.40496877,.030190056,,.58449954
1995m8,2732,124852,7484,,.056999996,11.69,,,,4354.839272922077,3.290744221468139,1995,8,3005.2,.42072421,.031877145,,.58188659
1995m9,2857,125133,7478,,.055999998,11.73,,,,4364.588968343431,3.291272193365129,1995,9,3142.7,.4209013,.030339474,,.58365726
1995m10,2725,125388,7328,,.055,11.75,78.079002,63.310001,11528.067,4430.876390832107,3.338615080948874,1995,10,2997.5,.40873361,.031005528,,.60465014
1995m11,2812,125188,7426,,.055999998,11.78,,,,4275.259717492663,3.223837390843096,1995,11,3093.2,.39472124,.029141881,,.57571501
1995m12,2662,125088,7423,,.055999998,11.81,,,,4677.797959732437,3.530120487908504,1995,12,2928.2,.39465177,.029854121,,.63017619
1996m1,2725,125125,7491,,.055999998,11.86,78.324997,63.700001,11614.418,4409.282401902664,3.324849491692302,1996,1,2997.5,.42214659,.030231642,,.58861065
1996m2,2713,125639,7313,,.055,11.87,,,,4308.280859333972,3.240478412760976,1996,2,2984.3,.38949814,.028203756,,.58912635
1996m3,2594,125862,7318,,.055,11.89,,,,4432.023710577126,3.327844804457971,1996,3,2853.3999,.36704019,.027081523,,.6056332
1996m4,2530,125994,7415,,.055999998,11.95,78.384003,64.319,11808.14,4330.703100908442,3.246185115628213,1996,4,2783,.40910316,.03034771,,.58404624
1996m5,2765,126244,7423,,.055999998,11.97,,,,4172.975266486381,3.121918847947796,1996,5,3041.5,.42236292,.028189378,,.5621683
1996m6,2552,126602,7095,,.053000003,12.03,,,,4581.520096092786,3.426793492817929,1996,6,2807.2,.38015503,.028664548,,.64573926
1996m7,2672,126947,7337,,.055,12.05,78.572998,64.554001,11914.063,4309.218164846716,3.209033216799258,1996,7,2939.2,.43622735,.027661214,,.587327
1996m8,2496,127172,6882,,.050999999,12.09,,,,4322.774342276448,3.224651515267316,1996,8,2745.6001,.38949433,.027122537,,.62812763
1996m9,2525,127536,6979,,.051999997,12.13,,,,4563.814438697657,3.392792208079142,1996,9,2777.5,.38296318,.026423844,,.65393531
1996m10,2477,127890,7031,,.051999997,12.15,78.404999,64.612,12037.775,4347.575452117891,3.222311910019857,1996,10,2724.7,.42767742,.031946793,,.61834383
1996m11,2920,127771,7236,,.054000001,12.2,,,,4706.414476204367,3.486052187075016,1996,11,3212,.39608902,.028136959,,.65041661
1996m12,2621,127860,7253,,.054000001,12.24,,,,4663.518085903591,3.451568750529994,1996,12,2883.1001,.43138012,.030252727,,.64297783
1997m1,2758,128298,7158,,.053000003,12.29,78.862999,64.478996,12115.472,4620.109653859134,3.410782581693785,1997,1,3033.8,.39953896,.027310366,,.64544702
1997m2,2549,128298,7102,,.051999997,12.31,,,,4810.02295349058,3.552454175399247,1997,2,2803.8999,.41737539,.028192407,,.67727727
1997m3,2602,128891,7000,,.051999997,12.35,,,,4766.713794624562,3.507747970523848,1997,3,2862.2,.40141428,.026042096,,.68095911
1997m4,2439,129143,6873,,.050999999,12.38,79.391998,65.433998,12317.221,4724.301817740647,3.47334270802012,1997,4,2682.8999,.43615597,.027527299,,.68737113
1997m5,2527,129464,6655,,.049000002,12.43,,,,4447.344802611494,3.267247630831474,1997,5,2779.7,.40183321,.027241478,,.66827118
1997m6,2562,129412,6799,,.050000001,12.46,,,,4875.461756764763,3.579345101911566,1997,6,2818.2,.40979555,.025678411,,.71708512
1997m7,2402,129822,6655,,.049000002,12.5,79.836998,65.966003,12471.01,4715.032426833152,3.454818340697079,1997,7,2642.2,.42441773,.027157806,,.70849472
1997m8,2525,130010,6608,,.048,12.57,,,,4791.820195543268,3.507458896736351,1997,8,2777.5,.40457019,.026240246,,.7251544
1997m9,2474,130019,6656,,.049000002,12.6,,,,5048.73145307352,3.693968504169395,1997,9,2721.3999,.45441708,.028091842,,.75852334
1997m10,2566,130179,6454,,.046999998,12.66,80.880997,66.282997,12577.495,4948.436317113851,3.62169923599266,1997,10,2822.6001,.44513479,.026944214,,.76672393
1997m11,2479,130653,6308,,.046,12.71,,,,5268.425324316802,3.846660965031507,1997,11,2726.8999,.41525045,.026924599,,.83519745
1997m12,2534,130679,6476,,.046999998,12.75,,,,4925.79981559055,3.591411042682038,1997,12,2787.3999,.45609945,.028209409,,.76062381
1998m1,2587,130726,6368,,.046,12.79,82.106003,66.887001,12703.742,5128.456347216664,3.740804804855512,1998,1,2845.7,.45402008,.027998053,,.80534804
1998m2,2572,130807,6306,,.046,12.83,,,,5271.848346099343,3.844921192965855,1998,2,2829.2,.46810973,.030620519,,.83600515
1998m3,2789,130814,6422,,.046999998,12.87,,,,5232.507854820718,3.81278079718202,1998,3,3067.8999,.52503896,.029964931,,.81477857
1998m4,2628,131209,5941,,.043000001,12.92,82.915001,67.232002,12821.339,5255.283343906594,3.831777866501345,1998,4,2890.8,.47114965,.028964264,,.88457894
1998m5,2641,131325,6047,,.044,12.97,,,,5277.824940086237,3.841994686024981,1998,5,2905.1001,.4358525,.027268169,,.87280053
1998m6,2546,131244,6212,,.045000002,12.99,,,,5176.928554470953,3.766271546666875,1998,6,2800.6001,.4515937,.028071189,,.83337551
1998m7,2593,131329,6259,,.045000002,13,83.887001,68.147003,12982.752,5199.720020818557,3.779195875235164,1998,7,2852.3,.46919635,.028419374,,.83075893
1998m8,2597,131390,6179,,.045000002,13.07,,,,5286.712512624005,3.842925428962714,1998,8,2856.7,.44754812,.028301278,,.85559356
1998m9,2624,131986,6300,,.046,13.11,,,,5058.490518431031,3.657991784006357,1998,9,2886.3999,.49607939,.031288214,,.802935
1998m10,2823,131999,6280,,.045000002,13.14,84.008003,68.669998,13191.67,5019.564605798545,3.630026689373329,1998,10,3105.3,.46831211,.027312124,,.79929376
1998m11,2510,132280,6100,,.044,13.17,,,,5297.287813781915,3.828045623157742,1998,11,2761,.47765574,.028262595,,.86840785
1998m12,2587,132602,6032,,.044,13.21,,,,5195.438384638213,3.747593220016888,1998,12,2845.7,.45825595,.02649405,,.86131275
1999m1,2462,133027,5976,,.043000001,13.27,85.188004,69.615997,13315.597,5541.320535315966,3.986475497159029,1999,1,2708.2,.44973227,.027373658,,.92726249
1999m2,2566,132856,6111,,.044,13.3,,,,5634.685768702579,4.054693393901126,1999,2,2822.6001,.49882179,.02727931,,.92205626
1999m3,2473,132947,5783,,.041999999,13.34,,,,5405.343529533316,3.896304713856639,1999,3,2720.3,.49076605,.030492187,,.93469542
1999m4,2781,132955,6004,,.043000001,13.38,84.919998,69.870003,13426.748,5368.406215323082,3.863302280041654,1999,4,3059.1001,.4946869,.027601831,,.89413828
1999m5,2511,133311,5796,,.041999999,13.42,,,,5462.205273353446,3.926621430519992,1999,5,2762.1001,.45170808,.02687056,,.94240946
1999m6,2521,133378,5951,,.043000001,13.47,,,,5228.861957937051,3.752888456772855,1999,6,2773.1001,.47610486,.028607544,,.87865263
1999m7,2643,133414,6025,,.043000001,13.51,84.999001,70.510002,13604.771,5323.699367756145,3.817941442319685,1999,7,2907.3,.49586722,.027912164,,.88360155
1999m8,2546,133591,5838,,.041999999,13.54,,,,5354.024235592944,3.839937054861181,1999,8,2800.6001,.47877699,.028265683,,.91709906
1999m9,2611,133707,5915,,.041999999,13.6,,,,5184.733789284484,3.713407478251625,1999,9,2872.1001,.49477601,.027721496,,.87653995
1999m10,2536,133993,5778,,.040999997,13.64,86.060997,71.546997,13827.98,5415.855109355321,3.874806010800038,1999,10,2789.6001,.49847698,.028014811,,.93732351
1999m11,2562,134309,5716,,.040999997,13.66,,,,5379.970025198549,3.842149634135724,1999,11,2818.2,.51945418,.02922998,,.94121242
1999m12,2642,134523,5653,,.039999999,13.7,,,,5480.38070229832,3.909614774391176,1999,12,2906.2,.48471609,.027424378,,.96946412
2000m1,2541,136559,5708,,.039999999,13.75,88.204002,71.263,13878.147,5782.555826076417,4.064579857645425,2000,1,2795.1001,.47554308,.027518716,,1.0130616
2000m2,2604,136598,5858,,.040999997,13.8,,,,5887.574921926892,4.132907650030109,2000,2,2864.3999,.54335952,.030737657,,1.0050486
2000m3,2780,136701,5733,,.039999999,13.85,,,,5786.519966691966,4.062597390154012,2000,3,3058,.52555382,.027396545,,1.0093354
2000m4,2510,137270,5481,,.037999999,13.89,87.740997,72.691002,14130.908,5823.214298607212,4.079280914744704,2000,4,2761,.46403939,.026753768,,1.0624365
2000m5,2564,136630,5758,,.039999999,13.94,,,,5442.141633283591,3.822050757987745,2000,5,2820.3999,.51127124,.0278941,,.94514441
2000m6,2579,136940,5651,,.039999999,13.98,,,,5337.720026495496,3.743377931633481,2000,6,2836.8999,.46926209,.026217058,,.94456202
2000m7,2498,136531,5747,,.039999999,14.02,88.635002,72.630997,14145.312,5445.723987989189,3.827523572153944,2000,7,2747.8,.46963632,.026849546,,.94757682
2000m8,2550,136662,5853,,.040999997,14.07,,,,5126.606556121136,3.597265220344062,2000,8,2805,.52214253,.028005572,,.87589383
2000m9,2571,136893,5625,,.039000001,14.12,,,,5306.041452548698,3.72306757921715,2000,9,2828.1001,.50448,.026832908,,.94329625
2000m10,2497,137088,5534,,.039000001,14.17,88.514,73.384003,14229.765,5271.738772121161,3.696301252346174,2000,10,2746.7,.48033971,.026527502,,.95260912
2000m11,2512,137322,5639,,.039000001,14.23,,,,5091.642011130054,3.561535240924199,2000,11,2763.2,.48407519,.026177665,,.90293348
2000m12,2477,137614,5634,5088,.039000001,14.29,,,,5088,3.551882050709259,2000,12,2724.7,.44795883,.027275631,.90308839,.90308839
2001m1,2648,137778,6023,5234,.041999999,14.29,89.639999,72.983002,14183.12,5234,3.639777468706537,2001,1,2912.8,.50972939,.030547446,.86900216,.86900216
2001m2,2851,137612,6089,5097,.041999999,14.36,,,,5097,3.546948177117765,2001,2,3136.1001,.47579244,.028120244,.83708328,.83708328
2001m3,2681,137783,6141,4762,.043000001,14.42,,,,4762,3.308690697868319,2001,3,2949.1001,.51118708,.031873938,.77544373,.77544373
2001m4,2972,137299,6271,4615,.044,14.45,89.371002,74.237999,14271.694,4615,3.214482235022881,2001,4,3269.2,.48095998,.028491197,.73592728,.73592728
2001m5,2701,137092,6226,4425,.043000001,14.5,,,,4425,3.087539597259242,2001,5,2971.1001,.45467395,.029160002,.71072918,.71072918
2001m6,2808,136873,6484,4361,.045000002,14.54,,,,4361,3.042055846592772,2001,6,3088.8,.43294263,.02709897,.67257863,.67257863
2001m7,2642,137071,6583,4447,.046,14.55,89.214996,74.654999,14214.516,4447,3.095632561571554,2001,7,2906.2,.42588487,.030242087,.67552787,.67552787
2001m8,2966,136241,7042,4024,.049000002,14.6,,,,4024,2.80840847547528,2001,8,3262.6001,.42895484,.029159866,.5714286,.5714286
2001m9,2837,136846,7142,4071,.050000001,14.63,,,,4071,2.827299307585996,2001,9,3120.7,.40186223,.031295102,.5700084,.5700084
2001m10,3111,136392,7694,3707,.053000003,14.66,90.135002,75.587997,14253.574,3707,2.572769040711797,2001,10,3422.1001,.40161166,.031182431,.48180401,.48180401
2001m11,3090,136238,8003,3775,.055,14.71,,,,3775,2.617165834719911,2001,11,3399,.3855679,.030377317,.47169811,.47169811
2001m12,3037,136047,8258,3677,.056999996,14.74,,,,3677,2.548075257267593,2001,12,3340.7,.41467667,.03104992,.4452652,.4452652
2002m1,3044,135701,8182,3699,.056999996,14.76,90.228996,77.182999,14372.785,3699,2.570838806530306,2002,1,3348.3999,.39714006,.030181643,.45208997,.45208997
2002m2,2984,136438,8215,3436,.056999996,14.78,,,,3436,2.375339605815296,2002,2,3282.3999,.40077904,.030994363,.41825929,.41825929
2002m3,3074,136177,8304,3612,.056999996,14.82,,,,3612,2.499982696686762,2002,3,3381.3999,.35286608,.028757688,.43497109,.43497109
2002m4,2932,136126,8599,3471,.059,14.84,90.317001,77.297997,14460.848,3471,2.398341682501296,2002,4,3225.2,.38694036,.028484464,.4036516,.4036516
2002m5,2843,136539,8399,3457,.058000002,14.88,,,,3457,2.385157791607446,2002,5,3127.3,.35576856,.02656639,.41159663,.41159663
2002m6,2711,136415,8393,3412,.058000002,14.93,,,,3412,2.356223413071101,2002,6,2982.1001,.37925655,.028766988,.40652925,.40652925
2002m7,2891,136413,8390,3367,.058000002,14.97,90.307999,77.900002,14519.633,3367,2.325228068479244,2002,7,3180.1001,.39400476,.029393099,.40131107,.40131107
2002m8,2927,136705,8304,3517,.056999996,15.02,,,,3517,2.425366701377156,2002,8,3219.7,.373579,.027428277,.42353082,.42353082
2002m9,2772,137302,8251,3301,.056999996,15.05,,,,3301,2.267917994943388,2002,9,3049.2,.36183494,.027044769,.40007272,.40007272
2002m10,2765,137008,8307,3479,.056999996,15.11,89.970001,77.782997,14537.58,3479,2.394125824077515,2002,10,3041.5,.36499339,.028972052,.41880342,.41880342
2002m11,2950,136521,8520,3514,.059,15.15,,,,3514,2.422763218676098,2002,11,3245,.35232395,.027756441,.41244131,.41244131
2002m12,2838,136426,8640,3169,.059999999,15.2,,,,3169,2.184522906814829,2002,12,3121.8,.3775,.028385663,.3667824,.3667824
2003m1,2856,137417,8520,3441,.058000002,15.22,89.598,78.551003,14614.141,3441,2.357866750721202,2003,1,3141.6001,.34974179,.027144261,.40387323,.40387323
2003m2,2798,137482,8618,3229,.059,15.28,,,,3229,2.210130047912389,2003,2,3077.8,.36482945,.027704714,.37468091,.37468091
2003m3,2831,137434,8588,3099,.059,15.27,,,,3099,2.122282943666023,2003,3,3114.1001,.32829529,.026754405,.36085236,.36085236
2003m4,2794,137633,8842,3108,.059999999,15.28,91.306,79.583,14743.567,3108,2.121878285566039,2003,4,3073.3999,.35871977,.029100334,.35150418,.35150418
2003m5,2988,137544,8957,3289,.061000001,15.33,,,,3289,2.245051194539249,2003,5,3286.8,.32238474,.027706668,.36719882,.36719882
2003m6,2906,137790,9266,3390,.063000001,15.36,,,,3390,2.305244260689805,2003,6,3196.6001,.35042089,.026326962,.36585367,.36585367
2003m7,2720,137474,9011,2981,.061999999,15.4,92.016998,81.350998,14988.782,2981,2.035020650578558,2003,7,2992,.35468873,.027243767,.33081788,.33081788
2003m8,2801,137549,8896,3190,.061000001,15.42,,,,3190,2.178292191607771,2003,8,3081.1001,.33154225,.025921296,.35858813,.35858813
2003m9,2704,137609,8921,3091,.061000001,15.42,,,,3091,2.109465638435815,2003,9,2974.3999,.35534132,.026343251,.34648582,.34648582
2003m10,2710,137984,8732,3305,.059999999,15.42,92.944,82.111,15162.76,3305,2.252651380899152,2003,10,2981,.35245076,.025702989,.37849289,.37849289
2003m11,2656,138424,8576,3324,.058000002,15.46,,,,3324,2.261224489795918,2003,11,2921.6001,.35778916,.024717426,.38759327,.38759327
2003m12,2554,138411,8317,3414,.056999996,15.47,,,,3414,2.326738408903489,2003,12,2809.3999,.34874353,.025845315,.41048455,.41048455
2004m1,2685,138472,8370,3424,.056999996,15.51,91.959999,81.867996,15248.68,3424,2.331757943912505,2004,1,2953.5,.34295103,.023250759,.40908006,.40908006
2004m2,2425,138542,8167,3532,.055999998,15.53,,,,3532,2.407486929908867,2004,2,2667.5,.31550139,.02485883,.43247214,.43247214
2004m3,2637,138453,8491,3525,.058000002,15.56,,,,3525,2.398873040069686,2004,3,2900.7,.39795077,.027573332,.41514546,.41514546
2004m4,2780,138680,8170,3511,.055999998,15.59,92.999001,82.721001,15366.85,3511,2.390875042560436,2004,4,3058,.36148104,.026363619,.42974296,.42974296
2004m5,2723,138852,8212,3710,.055999998,15.63,,,,3710,2.522694046850032,2004,5,2995.3,.34957379,.025699388,.45177788,.45177788
2004m6,2677,139174,8286,3337,.055999998,15.67,,,,3337,2.262986572629866,2004,6,2944.7,.39246923,.027730288,.40272748,.40272748
2004m7,2820,139556,8136,3814,.055,15.69,94.133003,83.111,15512.619,3814,2.582401213335861,2004,7,3102,.37758112,.025845969,.46878073,.46878073
2004m8,2660,139573,7990,3541,.054000001,15.73,,,,3541,2.399636767775338,2004,8,2926,.38758448,.026961159,.44317898,.44317898
2004m9,2758,139487,7927,3821,.054000001,15.78,,,,3821,2.592002170742462,2004,9,3033.8,.36220512,.026309351,.48202348,.48202348
2004m10,2732,139732,8061,3943,.055,15.81,93.466003,83.467003,15670.88,3943,2.667920672832949,2004,10,3005.2,.37598315,.025574731,.48914528,.48914528
2004m11,2638,140231,7932,3472,.054000001,15.84,,,,3472,2.343380893886422,2004,11,2901.8,.3836107,.026865738,.43772063,.43772063
2004m12,2768,140125,7934,4074,.054000001,15.86,,,,4074,2.751605778777379,2004,12,3044.8,.38423243,.025604058,.51348627,.51348627
2005m1,2635,140245,7784,3804,.053000003,15.9,93.591003,84.376999,15844.727,3804,2.569766734896541,2005,1,2898.5,.36329648,.026347537,.48869476,.48869476
2005m2,2749,140385,7980,3965,.054000001,15.93,,,,3965,2.672481194899032,2005,2,3023.8999,.37271932,.023912018,.49686718,.49686718
2005m3,2483,140654,7737,4044,.051999997,15.97,,,,4044,2.725232662358229,2005,3,2731.3,.39056483,.0261232,.5226832,.5226832
2005m4,2688,141254,7672,4159,.051999997,16.01,93.550003,84.285004,15922.782,4159,2.792662127499563,2005,4,2956.8,.39760166,.026767965,.54210114,.54210114
2005m5,2754,141609,7651,3797,.050999999,16.040001,,,,3797,2.543866113720262,2005,5,3029.3999,.39888903,.025800535,.49627501,.49627501
2005m6,2659,141714,7524,4062,.050000001,16.08,,,,4062,2.72182688055321,2005,6,2924.8999,.39112175,.024778886,.53987241,.53987241
2005m7,2568,142026,7406,4256,.050000001,16.15,93.389999,84.875999,16047.587,4256,2.848118207612827,2005,7,2824.8,.38995409,.024725763,.57466918,.57466918
2005m8,2570,142434,7345,4142,.049000002,16.17,,,,4142,2.765407700679,2005,8,2827,.38547313,.026432889,.56392103,.56392103
2005m9,2763,142401,7553,4352,.050000001,16.190001,,,,4352,2.902223348493538,2005,9,3039.3,.40922812,.026406506,.57619488,.57619488
2005m10,2719,142548,7453,4184,.050000001,16.280001,93.051003,84.869003,16136.734,4184,2.789314737901747,2005,10,2990.8999,.40148935,.027255673,.56138468,.56138468
2005m11,2823,142499,7566,4248,.050000001,16.309999,,,,4248,2.830773331556326,2005,11,3105.3,.41419509,.02519564,.56145918,.56145918
2005m12,2588,142752,7279,4282,.049000002,16.360001,,,,4282,2.854095847497167,2005,12,2846.8,.41141641,.024515212,.58826762,.58826762
2006m1,2527,143150,7064,4397,.046999998,16.41,94.327003,85.464996,16353.835,4397,2.927157255648608,2006,1,2779.7,.38430068,.024512364,.62245184,.62245184
2006m2,2577,143457,7184,4325,.048,16.48,,,,4325,2.871064318479033,2006,2,2834.7,.42273104,.025853151,.6020323,.6020323
2006m3,2659,143741,7072,4732,.046999998,16.540001,,,,4732,3.137660546504612,2006,3,2924.8999,.40773472,.025616737,.66911763,.66911763
2006m4,2665,143761,7120,4790,.046999998,16.629999,93.625,85.369003,16396.15,4790,3.174687336377675,2006,4,2931.5,.41285113,.024538709,.6727528,.6727528
2006m5,2545,144089,6980,4463,.046,16.65,,,,4463,2.954279170445293,2006,5,2799.5,.42328081,.026194178,.63939828,.63939828
2006m6,2705,144353,7001,4614,.046,16.719999,,,,4614,3.048482365844312,2006,6,2975.5,.40267107,.025961576,.65904874,.65904874
2006m7,2721,144202,7175,4394,.046999998,16.77,93.003998,85.193001,16420.738,4394,2.902686669705437,2006,7,2993.1001,.41077352,.024988476,.61240417,.61240417
2006m8,2603,144625,7091,4710,.046999998,16.83,,,,4710,3.104484695088191,2006,8,2863.3,.438979,.025414301,.66422224,.66422224
2006m9,2608,144815,6847,4737,.045000002,16.870001,,,,4737,3.123392807690786,2006,9,2868.8,.43779758,.025439559,.69183582,.69183582
2006m10,2616,145314,6727,4591,.044,16.93,94.860001,85.745003,16561.865,4591,3.019580244802389,2006,10,2877.6001,.38904417,.02359817,.6824736,.6824736
2006m11,2511,145534,6872,4645,.045000002,16.98,,,,4645,3.047780271117935,2006,11,2762.1001,.43154833,.025020257,.67593133,.67593133
2006m12,2596,145970,6762,4620,.044,17.049999,,,,4620,3.02490637194563,2006,12,2855.6001,.36425614,.023596814,.6832298,.6832298
2007m1,2561,146028,7116,4763,.046,17.09,96.092003,86.051003,16611.689,4763,3.110144700412683,2007,1,2817.1001,.42445192,.024612935,.66933668,.66933668
2007m2,2574,146057,6927,4699,.045000002,17.15,,,,4699,3.071583117078368,2007,2,2831.3999,.39464414,.021645946,.67836004,.67836004
2007m3,2307,146320,6731,4962,.044,17.219999,,,,4962,3.242056569378835,2007,3,2537.7,.38368744,.022846622,.73718613,.73718613
2007m4,2456,145586,6850,4689,.045000002,17.27,94.964996,86.314003,16713.314,4689,3.076065208121495,2007,4,2701.6001,.40794158,.023387551,.68452555,.68452555
2007m5,2464,145903,6766,4657,.044,17.34,,,,4657,3.050370079255912,2007,5,2710.3999,.38325453,.023791799,.68829441,.68829441
2007m6,2551,146063,6979,4859,.046,17.42,,,,4859,3.174966185531982,2007,6,2806.1001,.36999568,.023119638,.69623154,.69623154
2007m7,2502,145905,7149,4598,.046999998,17.459999,94.781998,87.07,16809.588,4598,3.00416846341814,2007,7,2752.2,.41368023,.024846621,.6431669,.6431669
2007m8,2614,145682,7067,4546,.046,17.5,,,,4546,2.976124229945859,2007,8,2875.3999,.38343003,.023886526,.64327157,.64327157
2007m9,2557,146244,7170,4652,.046999998,17.549999,,,,4652,3.032317780645834,2007,9,2812.7,.38110182,.023649005,.6488145,.6488145
