0.0002721789807836984,0.61138916015625,0.475927734375,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.00023454954324422615,0.6181025414261967,0.47620849609374993,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0009437412497634277,0.61383056640625,0.4761962890625,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.00043836765707514337,0.5869598388671875,0.47545166015625007,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0005087026451418334,0.5852070941389229,0.47542698383331233,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0006494459389964492,0.6202583312988281,0.47609252929687496,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.00029963616012635064,0.5919876098632812,0.4755981445312498,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0007031284780835999,0.5807861125337155,0.47530464380979315,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0007190631281188533,0.5890514850616455,0.4755962371826172,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0007098275966455629,0.6237590312957764,0.47637519836425773,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0008642682656208791,0.623765230178833,0.47615776062011694,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0008265511124826333,0.588942840521689,0.4753991272300481,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0003213636614748402,0.5931199714541435,0.47555218935012833,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.000460905978414987,0.5993762649595737,0.47564639449119606,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.00013894206172739292,0.6082839965820312,0.4759887695312499,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0006755506805947289,0.6074604988098145,0.47603683471679703,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.00010828748699120047,0.6017901522593547,0.47582519054412886,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0008764303447917144,0.5851360360819398,0.4755097133769543,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0003379354794545087,0.6036720275878906,0.475750732421875,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0002505757604826599,0.6244349893585381,0.4762593322666376,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.000862290575050226,0.5808988213539124,0.47525548934936523,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0003015460808946226,0.5926656441408402,0.4756214014727407,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
0.0005720681280235537,0.5901069641113281,0.47560424804687507,1.0,2.3855,0.536,1.0,0.966,0.0056,0.9
